Action	Animate	Bigram_freq	Geraeusch	Geraeusch_SD	Handlung	Handlung_SD	Lemma_freq	Letters	Living	Natural	Neighbors	Sound	Trigram_freq	Vertrautheit	Vertrautheit_SD	Visuell	Visuell_SD	Words	n_Syllables
1.0	0.0	612122.87	2.44	1.34	4.5	1.1	117.93	7.0	0.0	0.0	5.99	0.2	247004.23	6.0	0.0	4.94	1.21	Fenster	2.0	
1.0	0.0	455084.23	2.25	1.18	4.5	1.75	14.89	7.0	0.0	0.0	10.7	0.2	147704.29	5.19	1.56	5.13	1.31	Schwert	1.0	
1.0	0.0	15838.17	5.31	0.95	4.5	1.63	0.72	3.0	0.0	0.0	28.68	1.0	14949.32	5.56	1.21	4.75	1.44	Lok	1.0	
1.0	0.0	na	2.35	1.15	4.48	1.41	na	6.0	0.0	0.0	na	0.5	na	5.9	0.3	3.86	1.77	Papier	na	
1.0	0.0	na	1.93	na	4.47	na	na	3.0	0.0	0.0	na	0.0	na	2.79	na	3.67	na	Bob	na	
1.0	0.0	na	5.8	na	4.4	na	na	12.0	0.0	0.0	na	1.0	na	4.13	na	3.5	na	Bohrmaschine	na	
1.0	0.0	na	4.74	1.39	4.39	1.23	na	7.0	0.0	0.0	na	1.0	na	5.29	1.23	3.9	1.45	Kapelle	na	
1.0	0.0	na	5.69	na	4.38	na	na	13.0	0.0	0.0	na	1.0	na	3.5	na	2.56	na	Trillerpfeife	na	
1.0	0.0	184028.4	2.76	1.48	4.37	1.42	3.66	5.0	0.0	0.0	11.56	0.5	148964.4	4.43	1.66	4.26	1.28	Walze	2.0	
1.0	0.0	157966.62	3.57	1.43	4.37	1.34	3.6	5.0	0.0	0.0	8.99	0.8	143014.42	5.19	1.25	3.11	1.2	Pumpe	2.0	
1.0	0.0	na	3.52	1.31	4.35	1.34	na	5.0	0.0	0.0	na	0.8	na	5.76	0.62	4.48	1.54	Kamin	na	
1.0	0.0	na	3.09	1.08	4.35	1.23	na	6.0	0.0	0.0	na	na	na	5.81	0.4	3.43	1.75	Aufzug	na	
1.0	0.0	509596.12	2.73	na	4.33	na	61.48	6.0	0.0	1.0	19.69	0.5	372333.43	5.2	na	4.8	na	Garten	2.0	
1.0	0.0	33574.66	2.67	1.4	4.33	1.95	0.83	4.0	0.0	0.0	18.84	0.5	19045.37	4.88	1.54	4.07	1.83	Puck	1.0	
1.0	0.0	289703.19	4.11	1.96	4.33	1.94	0.41	8.0	0.0	0.0	1.28	1.0	179782.02	3.13	2.19	5.0	1.5	Korvette	3.0	
1.0	0.0	na	2.3	1.22	4.26	1.01	na	9.0	0.0	0.0	na	0.5	na	5.1	1.26	4.38	1.47	Karabiner	na	
1.0	0.0	206018.74	3.91	1.35	4.22	1.41	2.15	5.0	0.0	0.0	8.13	1.0	158395.27	5.38	0.86	3.57	1.43	Fähre	2.0	
1.0	0.0	267464.04	4.3	1.57	4.2	1.69	0.18	9.0	0.0	0.0	0.0	1.0	223045.54	3.0	2.03	2.3	1.57	Vibraphon	3.0	
1.0	0.0	na	2.87	1.22	4.17	1.56	na	4.0	0.0	0.0	na	na	na	5.76	0.44	3.86	1.77	Tüte	na	
1.0	0.0	132012.55	2.69	1.7	4.13	1.71	9.09	5.0	0.0	0.0	4.71	0.5	30646.66	5.5	0.89	4.56	1.67	Pfeil	1.0	
1.0	0.0	560875.57	4.38	1.31	4.06	1.61	1.48	8.0	0.0	0.0	2.14	1.0	268559.75	5.31	0.95	3.75	1.29	Frachter	2.0	
1.0	0.0	226635.8	3.0	1.64	3.89	1.45	5.16	4.0	0.0	0.0	22.69	0.5	213113.05	5.06	1.35	3.72	1.56	Kahn	1.0	
0.8	0.0	na	1.04	0.21	3.83	1.47	na	7.0	0.0	0.0	na	0.0	na	5.43	0.98	3.86	2.06	Grafik 	na	
0.8	0.0	na	1.0	na	3.8	na	na	8.0	1.0	1.0	na	0.0	na	2.33	na	3.2	na	Setzling	na	
0.8	0.0	na	1.22	0.52	3.78	1.44	na	5.0	0.0	0.0	na	0.0	na	5.43	1.03	3.52	1.75	Matte	na	
1.0	0.0	na	1.22	0.52	3.78	1.48	na	4.0	0.0	0.0	na	0.0	na	5.86	0.36	2.9	1.95	Akku	na	
0.8	0.0	na	1.04	0.21	3.74	1.66	na	7.0	0.0	0.0	na	0.0	na	4.86	1.42	3.71	2.12	Bildnis	na	
0.8	0.0	na	1.13	0.34	3.74	1.57	na	6.0	0.0	0.0	na	0.0	na	5.67	0.66	4.43	1.57	Poster	na	
0.8	0.0	na	2.39	1.23	3.7	1.64	na	7.0	0.0	0.0	na	0.5	na	5.52	0.87	4.05	1.6	Brunnen	na	
0.8	0.0	272147.56	2.25	1.24	3.69	1.35	0.92	7.0	0.0	1.0	3.42	0.2	179558.64	6.0	0.0	4.75	1.73	Karotte	3.0	
0.8	0.0	100351.28	5.13	1.09	3.69	1.85	0.07	6.0	0.0	0.0	9.42	1.0	47036.76	4.5	1.67	2.2	1.42	Bimmel	2.0	
0.8	0.0	129166.14	2.07	na	3.67	na	0.68	9.0	0.0	1.0	0.0	0.2	83934.87	4.07	na	4.73	na	Kokosnuss	3.0	
0.8	0.0	na	1.7	1.06	3.65	1.34	na	6.0	0.0	0.0	na	0.0	na	5.71	0.78	4.76	1.55	Brücke	na	
0.8	0.0	252286.87	4.35	na	3.65	na	14.22	6.0	0.0	0.0	5.57	1.0	145751.99	3.93	na	3.6	na	Pfeife	2.0	
0.8	0.0	na	3.61	1.37	3.61	1.56	na	8.0	0.0	0.0	na	0.8	na	5.38	1.02	4.43	1.21	Roboter 	na	
0.8	0.0	193908.41	5.8	na	3.6	na	0.67	9.0	0.0	0.0	1.71	1.0	31727.69	4.81	1.54	3.8	na	Dudelsack	3.0	
0.8	0.0	265409.65	5.6	na	3.6	na	0.47	8.0	0.0	0.0	0.86	1.0	228408.89	3.4	na	4.07	na	Megaphon	3.0	
0.5	0.0	na	1.13	0.34	3.57	1.62	na	7.0	0.0	0.0	na	0.0	na	5.52	0.81	4.14	1.85	Leuchte	na	
0.8	0.0	306499.06	4.0	1.61	3.56	1.29	11.03	10.0	0.0	0.0	3.42	1.0	158739.97	5.44	1.04	4.94	1.26	Kathedrale	4.0	
0.8	0.0	262828.82	5.4	na	3.55	na	4.67	7.0	0.0	0.0	4.71	1.0	55553.54	5.07	na	2.8	na	Klingel	2.0	
0.5	0.0	231966.13	1.2	na	3.53	na	1.01	5.0	1.0	1.0	8.13	0.0	155069.16	4.1	1.7	3.93	na	Liane	3.0	
0.8	0.0	414863.34	1.2	na	3.53	na	12.99	8.0	0.0	1.0	3.0	0.0	181485.63	3.93	na	3.93	na	Getreide	3.0	
1.0	0.0	219140.03	1.07	na	3.53	na	0.51	5.0	0.0	1.0	15.84	0.0	101429.71	4.27	na	4.07	na	Lauch	1.0	
0.8	0.0	na	4.67	na	3.53	na	na	9.0	0.0	0.0	na	1.0	na	3.93	na	4.6	na	Eisenbahn	na	
0.8	0.0	104995.56	1.56	0.86	3.5	1.76	2.76	5.0	0.0	0.0	5.99	0.0	37798.86	5.33	1.33	3.17	1.54	Kübel	2.0	
1.0	0.0	67317.96	1.06	na	3.5	na	2.88	5.0	0.0	0.0	5.99	0.0	58780.94	5.19	na	4.31	na	Album	2.0	
0.8	0.0	155418.45	5.39	0.92	3.5	1.38	23.96	5.0	0.0	0.0	8.13	1.0	131979.43	5.56	0.98	2.83	1.54	Motor	2.0	
0.5	0.0	na	1.87	1.06	3.48	1.68	na	5.0	0.0	0.0	na	0.0	na	5.76	0.54	3.62	1.8	Brett	na	
0.5	0.0	na	1.61	0.78	3.48	1.56	na	7.0	0.0	0.0	na	0.0	na	4.95	1.16	2.9	1.76	Riemen 	na	
0.5	0.0	316370.75	2.65	1.32	3.47	1.7	0.9	8.0	0.0	0.0	1.28	0.5	182926.03	3.78	1.4	3.89	1.23	Fregatte	3.0	
0.5	0.0	83888.73	1.0	na	3.47	na	0.02	8.0	0.0	1.0	0.43	0.0	29588.44	4.0	na	4.13	na	Broccoli	3.0	
0.5	0.0	690208.9	1.0	na	3.47	na	6.29	8.0	0.0	0.0	5.14	0.0	287636.45	4.8	na	4.53	na	Kalender	3.0	
0.5	0.0	223599.84	1.0	na	3.47	na	0.02	6.0	0.0	1.0	5.14	0.0	156420.52	3.67	na	4.0	na	Limone	3.0	
0.5	0.0	179844.18	1.0	na	3.47	na	7.55	6.0	0.0	0.0	7.71	0.0	62209.06	3.4	na	4.27	na	Sattel	2.0	
0.5	0.0	260057.54	1.0	na	3.47	na	0.01	8.0	0.0	1.0	1.71	0.0	25903.56	4.53	na	4.33	na	Zucchini	3.0	
0.5	0.0	na	1.48	0.59	3.43	1.59	na	7.0	0.0	0.0	na	0.0	na	5.76	0.54	4.29	1.55	Teppich	na	
0.5	0.0	na	1.07	na	3.4	na	na	10.0	0.0	1.0	na	0.0	na	4.0	na	4.0	na	Blumenkohl	na	
0.5	0.0	224250.7	1.0	na	3.4	na	2.62	6.0	0.0	1.0	3.85	0.0	121558.41	3.93	na	4.07	na	Spinat	2.0	
0.5	0.0	na	5.33	na	3.4	na	na	7.0	0.0	0.0	na	1.0	na	1.93	na	4.6	na	Alphorn	na	
0.5	0.0	na	5.87	na	3.4	na	na	4.0	0.0	1.0	na	1.0	na	4.33	na	1.0	na	Echo	na	
0.5	0.0	na	1.13	0.34	3.39	1.44	na	8.0	0.0	0.0	na	0.0	na	5.71	0.56	3.52	1.97	Batterie	na	
0.5	0.0	82731.07	1.25	0.45	3.38	1.26	0.17	8.0	0.0	1.0	0.0	0.0	29319.2	5.75	1.0	4.56	1.67	Brokkoli	3.0	
0.5	0.0	159142.6	1.06	na	3.38	na	20.42	5.0	0.0	0.0	11.56	0.0	143694.72	4.5	na	3.75	na	Lampe	2.0	
0.5	0.0	na	1.64	na	3.36	na	na	7.0	0.0	0.0	na	0.0	na	1.87	na	4.43	na	Rikscha	na	
0.5	0.0	na	1.13	0.34	3.35	1.58	na	5.0	0.0	1.0	na	0.0	na	5.62	0.67	4.52	1.83	Erbse	na	
0.5	0.0	247043.35	1.07	na	3.33	na	2.0	9.0	0.0	1.0	1.28	0.0	106672.42	5.0	na	3.87	na	Knoblauch	2.0	
0.5	0.0	na	1.0	na	3.33	na	na	10.0	0.0	1.0	na	0.0	na	4.07	na	3.4	na	Muskatnuss	na	
0.5	0.0	24363.53	1.0	na	3.33	na	0.1	6.0	0.0	1.0	1.28	0.0	19765.53	3.13	na	4.07	na	Papaya	3.0	
0.5	0.0	564551.68	1.0	na	3.33	na	3.65	10.0	0.0	1.0	0.86	0.0	223812.0	4.67	na	4.0	na	Petersilie	4.0	
0.5	0.0	113609.56	1.0	na	3.33	na	3.96	4.0	0.0	0.0	17.12	0.0	101585.96	3.47	na	3.4	na	Pult	1.0	
0.5	0.0	na	1.0	na	3.33	na	na	9.0	0.0	1.0	na	0.0	na	4.0	na	4.0	na	Steinpilz	na	
0.5	0.0	54530.25	1.13	0.34	3.31	1.62	17.03	4.0	0.0	0.0	23.54	0.0	36808.54	5.81	0.54	3.31	1.82	Sack	1.0	
0.5	0.0	132018.75	1.11	0.32	3.28	1.45	1.39	6.0	0.0	1.0	0.0	0.0	84424.01	5.78	0.55	4.94	1.35	Kürbis	2.0	
na	0.0	na	3.09	1.54	3.27	1.75	na	9.0	0.0	0.0	na	na	na	4.62	1.24	2.3	1.38	Generator	na	
0.5	0.0	346445.96	1.0	na	3.27	na	0.61	6.0	0.0	1.0	3.0	0.0	208300.38	3.0	na	3.4	na	Ingwer	2.0	
0.5	0.0	181652.45	1.07	na	3.27	na	3.27	8.0	0.0	0.0	0.0	0.0	77021.48	4.53	na	3.53	na	Quittung	2.0	
0.5	0.0	na	1.13	na	3.27	na	na	10.0	0.0	0.0	na	0.0	na	3.67	na	4.47	na	Rosenkranz	na	
0.5	0.0	228923.84	1.0	na	3.27	na	41.43	7.0	0.0	0.0	6.85	0.0	60413.3	5.47	na	5.33	na	Spiegel	2.0	
0.5	0.0	na	1.74	0.92	3.26	1.68	na	6.0	0.0	0.0	na	0.0	na	5.76	0.54	4.0	1.55	Fliese	na	
0.5	0.0	na	1.65	0.93	3.26	1.48	na	9.0	0.0	0.0	na	0.0	na	5.19	1.17	4.0	1.26	Terrarium	na	
na	0.0	na	2.7	1.33	3.26	1.71	na	5.0	0.0	1.0	na	na	na	5.57	0.93	5.0	1.38	Möhre	na	
0.5	0.0	na	1.52	0.85	3.22	1.54	na	4.0	0.0	0.0	na	0.0	na	5.67	0.58	5.1	1.22	Burg	na	
0.5	0.0	na	1.52	0.79	3.22	1.2	na	4.0	0.0	0.0	na	0.0	na	5.71	0.64	4.43	1.54	Vase	na	
na	0.0	na	2.57	1.24	3.22	1.24	na	7.0	0.0	0.0	na	0.5	na	5.71	0.72	4.0	1.38	Parkett	na	
na	0.0	na	3.3	1.66	3.22	1.51	na	3.0	0.0	0.0	na	na	na	5.24	1.0	4.86	1.11	Dom	na	
0.5	0.0	185446.63	1.0	na	3.2	na	0.27	10.0	0.0	1.0	0.86	0.0	118963.73	4.2	na	4.0	na	Grapefruit	4.0	
0.5	0.0	106654.79	1.0	na	3.2	na	41.24	3.0	0.0	0.0	39.38	0.0	98472.6	4.0	na	4.93	na	Hut	1.0	
0.5	0.0	na	1.13	na	3.2	na	na	9.0	0.0	0.0	na	0.0	na	4.73	na	4.53	na	Reisepass	na	
0.5	0.0	321785.19	1.63	0.96	3.19	1.76	11.48	6.0	0.0	0.0	8.13	0.0	194521.66	5.63	0.89	3.5	1.71	Stange	2.0	
0.5	0.0	104141.3	1.89	0.9	3.17	1.2	1.92	8.0	0.0	0.0	1.71	0.0	59689.01	5.61	0.98	4.67	1.57	Aquarium	4.0	
na	0.0	na	2.53	1.43	3.16	1.3	na	5.0	0.0	0.0	na	0.5	na	3.24	1.89	2.4	1.24	Trafo	na	
0.5	0.0	na	1.35	0.78	3.13	1.49	na	9.0	0.0	1.0	na	0.0	na	5.71	0.72	4.43	1.33	Nektarine	na	
na	0.0	na	3.09	1.68	3.13	1.71	na	5.0	0.0	0.0	na	na	na	5.38	0.86	3.57	1.57	Wagon	na	
0.5	0.0	217978.05	1.44	0.81	3.13	1.31	2.44	7.0	0.0	1.0	2.14	0.0	148211.66	5.94	0.25	4.56	1.36	Pflaume	2.0	
0.5	0.0	180212.64	5.81	na	3.13	na	15.75	6.0	0.0	0.0	6.85	1.0	152147.64	3.81	na	4.0	na	Glocke	2.0	
0.5	0.0	144150.89	2.28	1.13	3.11	1.71	10.69	4.0	0.0	0.0	19.69	0.2	126016.67	5.56	1.04	4.28	1.84	Rohr	1.0	
0.5	0.0	na	1.14	0.36	3.1	1.55	na	9.0	0.0	0.0	na	0.0	na	4.29	1.55	3.3	1.59	Barometer	na	
0.5	0.0	54697.68	1.0	na	3.07	na	0.01	7.0	0.0	1.0	0.0	0.0	27058.11	3.33	na	3.8	na	Avocado	4.0	
0.5	0.0	272827.05	1.0	na	3.07	na	9.35	6.0	0.0	0.0	5.99	0.0	229757.45	4.93	na	3.93	na	Balkon	2.0	
0.5	0.0	461269.93	1.07	na	3.07	na	7.86	7.0	0.0	0.0	3.85	0.0	183364.31	4.27	na	4.4	na	Laterne	3.0	
0.5	0.0	na	1.0	na	3.07	na	na	5.0	0.0	1.0	na	0.0	na	3.8	na	3.53	na	Linse	na	
0.5	0.0	na	1.0	na	3.07	na	na	8.0	1.0	1.0	na	0.0	na	4.2	na	4.4	na	Weinrebe	na	
0.5	0.0	416366.21	1.19	0.54	3.06	1.48	99.83	6.0	0.0	0.0	12.41	0.0	345141.48	5.63	0.81	3.5	1.75	Rahmen	2.0	
0.5	0.0	124129.97	1.94	1.21	3.06	1.35	19.42	5.0	0.0	0.0	10.27	0.0	37856.31	5.78	0.55	4.17	2.12	Kugel	2.0	
0.5	0.0	na	2.36	1.33	3.05	1.46	na	13.0	0.0	0.0	na	0.5	na	3.9	1.58	2.37	1.38	Transformator	na	
0.5	0.0	426024.24	1.0	na	3.0	na	1.0	11.0	0.0	1.0	0.43	0.0	212665.42	3.8	na	4.47	na	Artischocke	4.0	
0.5	0.0	147232.43	1.83	0.86	3.0	1.64	93.25	5.0	1.0	1.0	11.99	0.0	109903.08	6.0	0.0	3.72	1.96	Blatt	1.0	
0.5	0.0	na	1.59	0.91	3.0	1.54	na	4.0	0.0	0.0	na	0.0	na	4.9	1.41	3.24	1.64	Keil	na	
0.5	0.0	472172.21	1.0	na	3.0	na	11.87	6.0	0.0	0.0	14.55	0.0	358598.76	4.5	na	4.5	na	Kissen	2.0	
0.5	0.0	82225.47	1.25	0.58	3.0	1.37	0.01	8.0	0.0	1.0	0.0	0.0	30825.81	5.25	1.18	3.63	1.59	Maracuja	4.0	
0.5	0.0	328798.82	1.25	0.58	3.0	1.67	1.54	7.0	0.0	0.0	1.28	0.0	181181.28	5.31	1.14	4.0	1.59	Vitrine	3.0	
0.5	0.0	105345.27	1.0	na	3.0	na	1.89	4.0	0.0	1.0	6.42	0.0	94126.11	4.8	na	3.2	na	Zimt	1.0	
0.5	0.0	58539.92	2.11	1.08	3.0	1.19	29.68	5.0	0.0	1.0	12.84	0.2	42112.26	5.94	0.24	3.44	1.98	Stock	1.0	
0.5	0.0	462332.24	5.2	na	3.0	na	0.2	11.0	0.0	0.0	1.71	1.0	224578.75	3.33	na	2.0	na	Synthesizer	3.0	
0.5	0.0	na	1.0	0.0	2.96	1.55	na	5.0	0.0	0.0	na	0.0	na	5.57	1.08	4.81	1.5	Kreuz	na	
0.5	0.0	27303.93	1.06	0.24	2.94	1.47	12.41	4.0	1.0	1.0	13.27	0.0	15394.25	5.72	0.67	4.17	1.76	Pilz	1.0	
0.5	0.0	47606.72	1.06	0.25	2.94	1.61	4.19	5.0	0.0	0.0	5.99	0.0	28632.34	5.63	0.81	3.25	1.53	Pfahl	1.0	
0.5	0.0	504995.54	1.07	na	2.93	na	7.09	9.0	0.0	0.0	2.14	0.0	203466.02	3.87	na	3.4	na	Garderobe	4.0	
0.5	0.0	130507.53	1.0	na	2.93	na	0.38	5.0	0.0	1.0	3.0	0.0	67017.14	3.73	na	3.33	na	Sesam	2.0	
0.5	0.0	403318.18	1.2	na	2.93	na	9.77	8.0	0.0	0.0	1.71	0.0	162291.31	4.93	na	3.93	na	Terrasse	3.0	
0.5	0.0	na	1.35	0.65	2.91	1.78	na	5.0	0.0	1.0	na	0.0	na	5.29	1.15	3.67	2.01	Feige	na	
0.5	0.0	159625.42	1.31	0.79	2.88	2.06	78.0	4.0	0.0	0.0	23.12	0.0	98480.03	5.69	1.25	3.19	2.01	Wand	1.0	
0.5	0.0	63028.58	5.25	na	2.88	na	28.89	5.0	0.0	0.0	8.56	1.0	17887.76	4.13	na	2.81	na	Radio	3.0	
0.2	0.0	na	1.27	na	2.87	na	na	10.0	0.0	0.0	na	0.0	na	4.13	na	3.67	na	Lattenrost	na	
0.5	0.0	91694.47	1.19	0.4	2.81	1.52	9.68	5.0	0.0	0.0	8.99	0.0	28774.43	5.25	1.18	4.06	1.65	Kranz	1.0	
0.5	0.0	136259.88	1.06	na	2.81	na	12.5	4.0	0.0	0.0	17.12	0.0	102359.26	4.13	na	5.0	na	Zelt	1.0	
0.5	0.0	na	3.04	1.22	2.78	1.35	na	6.0	0.0	1.0	na	na	na	5.81	0.51	4.33	1.24	Strand	na	
0.5	0.0	na	1.52	0.85	2.74	1.45	na	6.0	0.0	1.0	na	0.0	na	5.57	0.81	3.67	1.49	Mandel	na	
0.5	0.0	495828.08	1.2	na	2.73	na	167.88	5.0	0.0	1.0	26.54	0.0	371668.94	5.33	na	2.4	na	Boden	2.0	
0.5	0.0	160281.23	1.06	na	2.69	na	11.89	5.0	0.0	0.0	5.99	0.0	120272.65	3.31	na	3.69	na	Draht	1.0	
0.5	0.0	205738.53	1.0	na	2.67	na	6.27	5.0	0.0	1.0	14.55	0.0	166923.06	3.93	na	3.8	na	Bohne	2.0	
0.5	0.0	na	1.74	1.05	2.65	1.5	na	5.0	0.0	0.0	na	0.0	na	5.05	1.12	3.38	1.69	Gully	na	
0.5	0.0	664375.72	1.15	na	2.65	na	46.23	8.0	0.0	1.0	7.71	0.0	405775.48	5.07	na	3.45	na	Schatten	2.0	
0.5	0.0	na	1.96	1.19	2.61	1.56	na	7.0	0.0	1.0	na	0.0	na	5.48	0.81	4.81	1.57	Skelett	na	
0.5	0.0	na	1.3	0.56	2.61	1.56	na	4.0	0.0	0.0	na	0.0	na	5.57	0.93	4.76	1.14	Turm	na	
0.2	0.0	na	1.0	na	2.6	na	na	5.0	0.0	0.0	na	0.0	na	5.33	na	3.53	na	Beleg	na	
0.2	0.0	na	1.0	na	2.6	na	na	11.0	1.0	1.0	na	0.0	na	2.67	na	4.2	na	Kaktusfeige	na	
0.5	0.0	71552.92	1.0	na	2.6	na	1.25	4.0	0.0	1.0	18.84	0.0	44204.64	3.53	na	3.47	na	Dill	1.0	
0.5	0.0	223457.73	3.67	na	2.6	na	0.96	9.0	0.0	1.0	0.0	0.8	122023.61	3.27	na	1.27	na	Stimmband	2.0	
0.5	0.0	na	1.09	0.29	2.57	0.99	na	4.0	1.0	1.0	na	0.0	na	5.71	0.56	5.1	1.37	Rose	na	
0.5	0.0	469991.76	1.75	1.0	2.56	1.5	66.14	5.0	0.0	1.0	16.7	0.0	295746.98	5.75	0.77	3.81	1.56	Stein	1.0	
0.5	0.0	207988.28	1.0	na	2.5	na	8.01	6.0	0.0	0.0	5.57	0.0	170068.56	3.6	na	4.05	na	Statue	3.0	
0.2	0.0	416931.13	3.6	na	2.47	na	1.27	10.0	0.0	0.0	1.28	0.8	142703.93	4.73	na	4.13	na	Ventilator	4.0	
0.2	0.0	297101.86	1.07	na	2.4	na	1.32	6.0	0.0	0.0	3.85	0.0	129011.95	3.4	na	3.27	na	Podest	2.0	
0.2	0.0	156861.47	2.0	1.14	2.39	1.04	27.51	5.0	1.0	1.0	6.85	0.0	46776.28	5.78	0.55	3.94	1.86	Zweig	1.0	
0.2	0.0	na	3.39	1.47	2.13	1.22	na	6.0	0.0	1.0	na	na	na	5.38	0.92	2.9	1.22	Quelle	na	
0.0	0.0	na	2.53	1.26	1.95	0.85	na	7.0	0.0	1.0	na	0.5	na	4.24	2.12	3.13	1.82	Matsche	na	
0.0	0.0	90440.67	2.56	1.5	1.94	1.06	74.56	4.0	1.0	1.0	23.54	0.0	57756.33	5.81	0.54	5.06	1.29	Baum	1.0	
0.0	0.0	na	1.0	na	1.93	na	na	10.0	0.0	0.0	na	0.0	na	4.0	na	3.6	na	Dachziegel	na	
0.0	0.0	na	5.2	na	1.87	na	na	8.0	0.0	1.0	na	1.0	na	5.07	na	3.67	na	Gewitter	na	
0.0	0.0	na	1.53	na	1.87	na	na	9.0	0.0	0.0	na	0.0	na	3.87	na	3.53	na	Dachrinne	na	
0.0	0.0	na	1.13	na	1.87	na	na	12.0	0.0	1.0	na	0.0	na	4.4	na	4.47	na	Tannenzapfen	na	
0.0	0.0	na	1.0	na	1.8	na	na	9.0	0.0	0.0	na	0.0	na	4.33	na	4.93	na	Grabstein	na	
0.0	0.0	na	1.47	na	1.8	na	na	12.0	0.0	0.0	na	0.0	na	3.27	na	5.07	na	Kronleuchter	na	
0.0	0.0	na	1.07	na	1.8	na	na	11.0	0.0	0.0	na	0.0	na	3.53	na	4.87	na	Litfaßsäule	na	
0.0	0.0	na	1.27	na	1.73	na	na	12.0	0.0	0.0	na	0.0	na	3.8	na	4.33	na	Straßenlampe	na	
0.0	0.0	na	1.0	na	1.47	na	na	7.0	1.0	1.0	na	0.0	na	3.6	na	5.13	na	Seerose	na	
0.0	0.0	na	2.62	1.43	1.45	0.69	na	7.0	0.0	1.0	na	na	na	4.1	1.79	3.16	1.57	Rinnsal	na	
0.0	0.0	93884.86	3.13	2.03	1.44	0.73	14.19	5.0	0.0	1.0	7.71	0.5	28177.4	5.5	1.21	5.25	1.13	Blitz	1.0	
0.0	0.0	na	1.0	na	1.4	na	na	13.0	0.0	0.0	na	0.0	na	5.47	na	4.87	na	Nummernschild	na	
0.0	0.0	na	3.5	na	1.38	na	na	9.0	0.0	0.0	na	0.5	na	3.06	na	4.75	na	Windspiel	na	
0.0	0.0	na	1.0	na	1.33	na	na	9.0	0.0	0.0	na	0.0	na	4.79	na	3.67	na	Türrahmen	na	
0.0	0.0	na	5.87	na	1.33	na	na	6.0	0.0	1.0	na	1.0	na	5.13	na	1.0	na	Donner	na	
1.0	0.0	290928.11	1.48	0.95	4.52	1.16	0.07	5.0	0.0	0.0	2.57	0.0	204613.56	5.62	0.86	4.33	1.65	Flyer	2.0	
1.0	0.0	392083.7	1.61	0.84	4.78	1.28	21.16	10.0	0.0	0.0	5.99	0.0	216709.6	5.71	0.56	4.76	1.45	Hamburger	3.0	
1.0	0.0	411236.21	1.3	0.76	5.13	1.1	22.76	10.0	0.0	0.0	1.28	0.0	134172.6	5.81	0.51	4.48	1.5	Zeichnung	2.0	
0.0	1.0	146178.09	1.61	0.72	1.39	0.66	0.23	6.0	1.0	1.0	11.56	0.0	31912.39	5.43	1.08	5.43	0.87	Panda	2.0	
1.0	0.0	159120.82	1.78	0.74	4.65	1.27	2.92	6.0	0.0	0.0	6.85	0.0	108321.09	5.86	0.36	4.1	1.64	Toast	1.0	
